,a01,stime_h_xxb,stime_m_xxb,xxb_mid,xxb_01,xxb_02,xxb_03,xxb_04,xxb_05,xxb_06,xxb_07,xxb_08,xxb_09,xxb_10,xxb_11,xxb_12,xxb_13,xxb_14,xxb_15a,xxb_15b,xxb_15c,xxb_16,xxb_17a,xxb_17b,xxb_17c,xxb_18a,xxb_18b,xxb_18c,etime_h_xxb,etime_m_xxb,flag,hhid2,hh_type,round
113,113.0,8.0,25.0,5,26.0,13.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,15.0,Completed class V,Never attended school,Yes,Medium trader (shop or small store),Yes,0.0,2.0,0.0,47000.0,2000.0,50000.0,0.0,7000.0,35000.0,Marriage proposals were coming for her,,,8.0,30.0,,113,BIHS households,Round 3 (2018-19)
114,114.0,8.0,34.0,2,30.0,13.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,18.0,Completed class II,Never attended school,Yes,Transport worker (bus/truck helper),Yes,1.0,0.0,0.0,50000.0,40000.0,150000.0,2000.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,36.0,,114,BIHS households,Round 3 (2018-19)
115,116.0,7.0,54.0,0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,54.0,,116,BIHS households,Round 3 (2018-19)
116,117.0,8.0,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,33.0,,117,BIHS households,Round 3 (2018-19)
117,118.0,8.0,25.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,25.0,,118,BIHS households,Round 3 (2018-19)
118,120.0,9.0,19.0,2,20.0,13.0,Completed class V,Completed class V,Completed class I,Completed class I,12.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,2.0,0.0,5000.0,14000.0,40000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,27.0,,120,BIHS households,Round 3 (2018-19)
119,121.0,8.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,48.0,,121,BIHS and additional hhs for FTF,Round 3 (2018-19)
120,122.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,122,BIHS and additional hhs for FTF,Round 3 (2018-19)
121,123.0,8.0,36.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,36.0,,123,BIHS and additional hhs for FTF,Round 3 (2018-19)
122,124.0,8.0,35.0,1,19.0,12.0,Completed class V,Completed class V,Never attended school,Never attended school,15.0,Never attended school,Never attended school,Yes,Other wage labor (specify),Yes,1.0,3.0,0.0,0.0,6000.0,40000.0,0.0,0.0,5000.0,Thought the groom was very good and they might not get such,,,8.0,42.0,,124,BIHS and additional hhs for FTF,Round 3 (2018-19)
123,126.0,8.0,53.0,4,20.0,13.0,Completed class V,Completed class V,Completed class IX,Completed class IX,16.0,Never attended school,Completed class VII,Yes,Working own farm (crop),Yes,2.0,3.0,0.0,10000.0,15000.0,50000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,0.0,,126,BIHS and additional hhs for FTF,Round 3 (2018-19)
124,127.0,8.0,55.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,127,BIHS and additional hhs for FTF,Round 3 (2018-19)
125,128.0,8.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,36.0,,128,BIHS and additional hhs for FTF,Round 3 (2018-19)
126,129.0,8.0,20.0,6,24.0,13.0,Completed class VI,Completed class VI,Completed class IX,Completed class IX,19.0,Completed class VII,Completed class VI,No,,Yes,1.0,5.0,0.0,16500.0,0.0,200000.0,0.0,30000.0,70000.0,The girl herself wanted to marry,,,8.0,42.0,,129,BIHS and additional hhs for FTF,Round 3 (2018-19)
127,130.0,8.0,26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,,130,BIHS and additional hhs for FTF,Round 3 (2018-19)
128,131.0,9.0,3.0,4,30.0,12.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,15.0,Completed class IV,Completed class IV,Yes,Working own farm (crop),Yes,0.0,3.0,0.0,0.0,20000.0,10000.0,0.0,0.0,2000.0,Thought the groom was very good and they might not get such,,,9.0,11.0,,131,BIHS and additional hhs for FTF,Round 3 (2018-19)
129,132.0,8.0,29.0,2,18.0,14.0,Completed class V,Completed class V,Completed class VIII,Completed class VIII,16.0,Completed class V,Completed class V,Yes,Large trader (large shop or whole sale),Yes,2.0,3.0,12000.0,0.0,0.0,50000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,8.0,35.0,,132,BIHS and additional hhs for FTF,Round 3 (2018-19)
130,134.0,8.0,56.0,6,20.0,14.0,Completed class VIII,Completed class VIII,Completed class IX,Completed class IX,17.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),Yes,2.0,2.0,Don?t know,Don?t know,Don?t know,Don?t know,Don?t know,Don?t know,Don?t know,The girl herself wanted to marry,,,9.0,4.0,,134,BIHS and additional hhs for FTF,Round 3 (2018-19)
131,135.0,8.0,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,34.0,,135,BIHS and additional hhs for FTF,Round 3 (2018-19)
132,136.0,8.0,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,34.0,,136,BIHS and additional hhs for FTF,Round 3 (2018-19)
133,137.0,14.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,,137,BIHS and additional hhs for FTF,Round 3 (2018-19)
134,140.0,9.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,,140,BIHS and additional hhs for FTF,Round 3 (2018-19)
135,141.0,9.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,13.0,,141,BIHS households,Round 3 (2018-19)
136,142.1,9.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,,142.1,BIHS households,Round 3 (2018-19)
137,142.2,9.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,22.0,,142.2,BIHS households,Round 3 (2018-19)
138,143.0,9.0,35.0,3,25.0,15.0,SSC/ Dakhil,SSC/ Dakhil,Completed class IX,Completed class IX,16.0,Completed class V,Completed class VI,Yes,Working own farm (crop),Yes,1.0,1.0,0.0,16000.0,40000.0,150000.0,0.0,10000.0,0.0,Thought the groom was very good and they might not get such,,,9.0,40.0,,143,BIHS households,Round 3 (2018-19)
139,143.0,,,6,25.0,12.0,Completed class VI,Completed class VI,Completed class VIII,Completed class VIII,20.0,Never attended school,Never attended school,No,,Yes,1.0,3.0,10000.0,13000.0,20000.0,70000.0,0.0,700.0,0.0,Not applicable; she was married after turning 18,,,,,,143,BIHS households,Round 3 (2018-19)
140,144.0,8.0,42.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,43.0,,144,BIHS households,Round 3 (2018-19)
141,145.0,9.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,,145,BIHS households,Round 3 (2018-19)
142,146.0,8.0,38.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,39.0,,146,BIHS households,Round 3 (2018-19)
143,147.0,12.0,56.0,0,,,,,,,,,,,,,,,,,,,,,,,,,12.0,56.0,,147,BIHS households,Round 3 (2018-19)
144,148.1,8.0,53.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,54.0,,148.1,BIHS households,Round 3 (2018-19)
145,148.2,13.0,56.0,6,24.0,14.0,Completed class IX,Completed class IX,Completed class III,Completed class III,16.0,Never attended school,Completed class II,Yes,Agricultural day labor,Yes,2.0,0.0,10000.0,20000.0,70000.0,Don?t know,0.0,3000.0,10000.0,Thought the groom was very good and they might not get such,,,14.0,16.0,,148.2,BIHS households,Round 3 (2018-19)
146,148.3,13.0,42.0,6,19.0,12.0,Completed class IV,Completed class IV,Completed class IV,Completed class IV,15.0,Completed class II,Never attended school,Yes,Other wage labor (specify),Yes,1.0,2.0,10000.0,15000.0,3300.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,,,13.0,50.0,,148.3,BIHS households,Round 3 (2018-19)
147,149.0,8.0,56.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,56.0,,149,BIHS households,Round 3 (2018-19)
148,150.0,9.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,14.0,,150,BIHS households,Round 3 (2018-19)
149,151.0,9.0,18.0,4,22.0,14.0,Never attended school,Never attended school,Completed class I,Completed class I,19.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,1.0,3.0,0.0,0.0,0.0,100000.0,30000.0,3000.0,0.0,Thought the groom was very good and they might not get such,,,9.0,20.0,,151,BIHS households,Round 3 (2018-19)
150,152.0,9.0,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,,152,BIHS households,Round 3 (2018-19)
151,153.0,8.0,46.0,3,22.0,13.0,Completed class VI,Completed class VI,Completed class VII,Completed class VII,16.0,Never attended school,Completed class V,Yes,Working own farm (crop),Yes,0.0,3.0,0.0,0.0,0.0,300000.0,0.0,500.0,0.0,Thought the groom was very good and they might not get such,,,8.0,50.0,,153,BIHS households,Round 3 (2018-19)
152,154.0,8.0,57.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,58.0,,154,BIHS households,Round 3 (2018-19)
153,155.0,9.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,,155,BIHS households,Round 3 (2018-19)
154,157.0,8.0,32.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,157,BIHS households,Round 3 (2018-19)
155,160.0,8.0,49.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,49.0,,160,BIHS households,Round 3 (2018-19)
156,161.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,161,BIHS and additional hhs for FTF,Round 3 (2018-19)
157,162.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,162,BIHS and additional hhs for FTF,Round 3 (2018-19)
158,163.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,163,BIHS and additional hhs for FTF,Round 3 (2018-19)
159,164.0,13.0,51.0,2,18.0,11.0,SSC/ Dakhil,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,14.0,Completed class V,Never attended school,Yes,Working own farm (crop),Yes,3.0,2.0,0.0,20000.0,0.0,100000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,13.0,55.0,,164,BIHS and additional hhs for FTF,Round 3 (2018-19)
160,165.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,165,BIHS and additional hhs for FTF,Round 3 (2018-19)
161,166.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,166,BIHS and additional hhs for FTF,Round 3 (2018-19)
162,167.0,9.0,33.0,4,23.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class IX,Completed class IX,16.0,Never attended school,Completed class VI,Yes,Working own farm (crop),No,3.0,1.0,0.0,28000.0,18000.0,100000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,48.0,,167,BIHS and additional hhs for FTF,Round 3 (2018-19)
163,167.0,,,6,21.0,12.0,Completed class VIII,Completed class VIII,Never attended school,Never attended school,17.0,Never attended school,Completed class V,Yes,Working own farm (crop),Yes,2.0,2.0,15000.0,0.0,3000.0,50000.0,0.0,0.0,0.0,Out of fear of harassment by boys/men,Marriage proposals were coming for her,,,,,167,BIHS and additional hhs for FTF,Round 3 (2018-19)
164,168.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,168,BIHS and additional hhs for FTF,Round 3 (2018-19)
165,169.0,8.0,25.0,4,27.0,13.0,HSC/Alim,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,16.0,Completed class V,Completed class VIII,Yes,Contractor,Yes,1.0,0.0,0.0,45000.0,40000.0,150000.0,0.0,100000.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,8.0,35.0,,169,BIHS and additional hhs for FTF,Round 3 (2018-19)
166,169.0,,,5,25.0,11.0,HSC/Alim,HSC/Alim,HSC/Alim,SSC/ Dakhil,16.0,MA/MSC and above Kamil,Completed class VIII,Yes,Retired,Yes,4.0,2.0,0.0,100000.0,100000.0,300000.0,150000.0,0.0,0.0,Thought the groom was very good and they might not get such,,,,,,169,BIHS and additional hhs for FTF,Round 3 (2018-19)
167,170.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,170,BIHS and additional hhs for FTF,Round 3 (2018-19)
168,171.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,171,BIHS and additional hhs for FTF,Round 3 (2018-19)
169,172.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,172,BIHS and additional hhs for FTF,Round 3 (2018-19)
170,173.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,173,BIHS and additional hhs for FTF,Round 3 (2018-19)
171,174.0,10.0,15.0,2,30.0,13.0,Completed class IX,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,15.0,Never attended school,Completed class VI,Yes,Service (private sector ),Yes,2.0,0.0,0.0,0.0,0.0,150000.0,10000.0,50000.0,0.0,"If the girl gets older, then parents might have to pay highe",,,10.0,20.0,,174,BIHS and additional hhs for FTF,Round 3 (2018-19)
172,175.0,8.0,50.0,2,21.0,13.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,15.0,Never attended school,Completed class IV,Yes,Working own farm (crop),Yes,2.0,1.0,0.0,0.0,0.0,50000.0,20000.0,0.0,0.0,The girl herself wanted to marry,,,9.0,8.0,,175,BIHS and additional hhs for FTF,Round 3 (2018-19)
173,176.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,176,BIHS and additional hhs for FTF,Round 3 (2018-19)
174,177.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,177,BIHS and additional hhs for FTF,Round 3 (2018-19)
175,178.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,178,BIHS and additional hhs for FTF,Round 3 (2018-19)
176,179.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,179,BIHS and additional hhs for FTF,Round 3 (2018-19)
177,180.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,180,BIHS and additional hhs for FTF,Round 3 (2018-19)
178,182.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,182,BIHS and additional hhs for FTF,Round 3 (2018-19)
179,183.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,183,BIHS and additional hhs for FTF,Round 3 (2018-19)
180,184.0,15.0,25.0,8,19.0,13.0,Completed class IX,Completed class IX,Completed class V,Completed class V,19.0,Completed class III,Completed class IV,Yes,Fisherman (using non owned/not leased water body),Yes,2.0,1.0,0.0,50000.0,0.0,100000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,15.0,35.0,,184,BIHS and additional hhs for FTF,Round 3 (2018-19)
181,185.0,8.0,3.0,4,21.0,12.0,Completed class V,Completed class V,Completed class V,Completed class V,13.0,Completed class IV,Never attended school,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,12000.0,20000.0,Don?t know,0.0,1000.0,0.0,Thought the groom was very good and they might not get such,,,8.0,15.0,,185,BIHS and additional hhs for FTF,Round 3 (2018-19)
182,186.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,186,BIHS and additional hhs for FTF,Round 3 (2018-19)
183,187.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,187,BIHS and additional hhs for FTF,Round 3 (2018-19)
184,188.0,18.0,7.0,1,21.0,14.0,Completed class V,Completed class V,Completed class VII,Completed class VII,19.0,Completed class III,Completed class III,Yes,Fish Trader,Yes,1.0,3.0,0.0,7000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,18.0,13.0,,188,BIHS and additional hhs for FTF,Round 3 (2018-19)
185,189.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,189,BIHS and additional hhs for FTF,Round 3 (2018-19)
186,190.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,190,BIHS and additional hhs for FTF,Round 3 (2018-19)
187,191.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,191.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
188,191.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,191.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
189,192.0,12.0,20.0,3,26.0,15.0,SSC/ Dakhil,Completed class IX,HSC/Alim,HSC/Alim,16.0,Completed class V,Completed class VI,Yes,Working own farm (crop),Yes,1.0,1.0,100000.0,38000.0,4500.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,12.0,26.0,,192,BIHS and additional hhs for FTF,Round 3 (2018-19)
190,192.0,,,6,32.0,12.0,BA/BSC Pass/Fazil,HSC/Alim,Completed class IX,Completed class IX,20.0,Completed class V,Completed class I,Yes,Small trader (roadside stand or stall),Yes,1.0,2.0,0.0,216000.0,6000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,,,,192,BIHS and additional hhs for FTF,Round 3 (2018-19)
191,193.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,193,BIHS and additional hhs for FTF,Round 3 (2018-19)
192,194.0,8.0,44.0,2,22.0,14.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,17.0,Completed class IX,MA/MSC and above Kamil,Yes,Other self-employed (specify),No,0.0,0.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,,,8.0,49.0,,194,BIHS and additional hhs for FTF,Round 3 (2018-19)
193,195.1,9.0,12.0,9,30.0,14.0,Completed class IX,Completed class IX,Completed class IV,Completed class IV,24.0,Completed class V,Completed class IV,Yes,Working own farm (crop),Yes,3.0,6.0,0.0,0.0,50000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,18.0,,195.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
194,195.2,15.0,45.0,9,28.0,14.0,Completed class IX,Completed class IX,Completed class III,Completed class III,24.0,Completed class V,Completed class IV,Yes,Working own farm (crop),Yes,3.0,6.0,0.0,50000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,15.0,55.0,,195.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
195,196.0,8.0,42.0,2,32.0,14.0,HSC/Alim,HSC/Alim,MA/MSC and above Kamil,MA/MSC and above Kamil,19.0,Completed class IX,Completed class V,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,150000.0,15000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,8.0,55.0,,196,BIHS and additional hhs for FTF,Round 3 (2018-19)
196,196.0,,,7,33.0,14.0,HSC/Alim,HSC/Alim,MA/MSC and above Kamil,MA/MSC and above Kamil,19.0,Completed class V,SSC/ Dakhil,Yes,Raising fish / fish pond,Yes,1.0,1.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,,,,196,BIHS and additional hhs for FTF,Round 3 (2018-19)
197,197.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,197,BIHS and additional hhs for FTF,Round 3 (2018-19)
198,198.0,8.0,52.0,2,30.0,14.0,Completed class V,Completed class V,Completed class III,Completed class III,19.0,Completed class II,Never attended school,Yes,Working own farm (crop),Yes,2.0,2.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,,,8.0,56.0,,198,BIHS and additional hhs for FTF,Round 3 (2018-19)
199,199.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,199,BIHS and additional hhs for FTF,Round 3 (2018-19)
200,201.0,8.0,51.0,7,18.0,13.0,Completed class IV,Completed class IV,Completed class III,Completed class III,15.0,Completed class III,Never attended school,Yes,Carpenter,Yes,1.0,2.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,8.0,56.0,,201,BIHS households,Round 3 (2018-19)
201,202.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,202,BIHS households,Round 3 (2018-19)
202,203.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,203,BIHS households,Round 3 (2018-19)
203,204.0,8.0,15.0,4,25.0,12.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,17.0,Completed class IV,Completed class IX,Yes,Working own farm (crop),Yes,2.0,2.0,0.0,0.0,49000.0,350000.0,0.0,150000.0,0.0,Thought the groom was very good and they might not get such,,,8.0,21.0,,204,BIHS households,Round 3 (2018-19)
204,205.0,9.0,12.0,7,21.0,14.0,Completed class IX,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,18.0,SSC/ Dakhil,Completed class IX,Yes,Teacher (GoB-Primary school),Yes,1.0,3.0,0.0,10000.0,15000.0,170000.0,0.0,100000.0,50000.0,Not applicable; she was married after turning 18,,,9.0,19.0,,205,BIHS households,Round 3 (2018-19)
205,206.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,206,BIHS households,Round 3 (2018-19)
206,207.0,8.0,36.0,4,23.0,14.0,Completed class V,Completed class V,Completed class III,Completed class III,16.0,Completed class V,Completed class III,Yes,Tailor/seamstress,Yes,2.0,4.0,0.0,0.0,3600.0,100000.0,0.0,0.0,2000.0,Marriage proposals were coming for her,,,8.0,42.0,,207,BIHS households,Round 3 (2018-19)
207,208.0,9.0,2.0,8,20.0,13.0,Completed class IV,Completed class IV,Completed class VII,Completed class VII,17.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,1.0,2.0,0.0,0.0,5000.0,25000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,9.0,7.0,,208,BIHS households,Round 3 (2018-19)
208,209.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,209.1,BIHS households,Round 3 (2018-19)
209,209.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,209.2,BIHS households,Round 3 (2018-19)
210,210.1,12.0,12.0,4,28.0,13.0,HSC/Alim,SSC/ Dakhil,HSC/Alim,HSC/Alim,17.0,Never attended school,Completed class VIII,Yes,Medium trader (shop or small store),Yes,1.0,2.0,0.0,35000.0,27500.0,150000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,13.0,18.0,,210.1,BIHS households,Round 3 (2018-19)
211,210.2,8.0,47.0,3,28.0,12.0,Completed class IX,Completed class IX,Completed class V,Completed class V,14.0,Completed class V,Completed class V,Yes,Working own farm (crop),Yes,3.0,4.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,50.0,,210.2,BIHS households,Round 3 (2018-19)
212,212.1,13.0,45.0,5,19.0,13.0,Never attended school,Never attended school,Never attended school,Never attended school,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,1.0,3.0,0.0,0.0,10000.0,30000.0,0.0,1000.0,5000.0,Marriage proposals were coming for her,,,13.0,50.0,,212.1,BIHS households,Round 3 (2018-19)
213,212.2,8.0,27.0,5,25.0,12.0,Completed class V,Completed class V,Completed class V,Completed class V,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,2.0,2.0,0.0,11000.0,4000.0,100000.0,0.0,0.0,50000.0,Marriage proposals were coming for her,,,8.0,42.0,,212.2,BIHS households,Round 3 (2018-19)
214,214.0,15.0,30.0,6,19.0,12.0,SSC/ Dakhil,SSC/ Dakhil,HSC/Alim,HSC/Alim,17.0,Completed class VII,Completed class VIII,Yes,Service (private sector ),Yes,1.0,1.0,0.0,20000.0,0.0,120000.0,0.0,20000.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,15.0,33.0,,214,BIHS households,Round 3 (2018-19)
215,215.2,8.0,51.0,4,26.0,12.0,Completed class VI,Completed class VI,SSC/ Dakhil,SSC/ Dakhil,17.0,Never attended school,Completed class V,Yes,Fisherman (using non owned/not leased water body),Yes,4.0,0.0,0.0,4000.0,1000.0,50000.0,0.0,0.0,3000.0,Marriage proposals were coming for her,,,8.0,58.0,,215.2,BIHS households,Round 3 (2018-19)
216,216.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,216,BIHS households,Round 3 (2018-19)
217,218.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,218,BIHS households,Round 3 (2018-19)
218,219.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,219,BIHS households,Round 3 (2018-19)
