,a01,stime_h_xxa,stime_m_xxa,res_id_xxa,consent_xxa,xxa_slno,xxa_pid,xxa_mid,xxa_01,xxa_02,xxa_03,xxa_04,xxa_05,xxa_06,xxa_07,xxa_08,xxa_09,xxa_10,xxa_11,xxa_12,xxa_13,xxa_14,xxa_15a,xxa_15b,xxa_15c,xxa_16,xxa_17a,xxa_17b,xxa_17c,xxa_18a,xxa_18b,xxa_18c,etime_h_xxa,etime_m_xxa,flag,hhid2,hh_type,round
128,132.0,8.0,28.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,,132,BIHS and additional hhs for FTF,Round 3 (2018-19)
129,134.0,8.0,49.0,2.0,Yes,1,81.0,3.0,20.0,13.0,Completed class VIII,Completed class VIII,SSC/ Dakhil,SSC/ Dakhil,18.0,Completed class III,Completed class IV,Yes,Agricultural day labor,Yes,2.0,0.0,0.0,16000.0,0.0,100000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,8.0,55.0,,134,BIHS and additional hhs for FTF,Round 3 (2018-19)
130,135.0,8.0,31.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,135,BIHS and additional hhs for FTF,Round 3 (2018-19)
131,136.0,8.0,31.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,136,BIHS and additional hhs for FTF,Round 3 (2018-19)
132,137.0,14.0,6.0,2.0,Yes,1,81.0,3.0,30.0,13.0,Completed class V,Completed class V,HSC/Alim,HSC/Alim,17.0,Never attended school,Completed class V,Yes,Working own farm (crop),Yes,3.0,0.0,0.0,10000.0,30000.0,100000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,14.0,11.0,,137,BIHS and additional hhs for FTF,Round 3 (2018-19)
133,140.0,8.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,140,BIHS and additional hhs for FTF,Round 3 (2018-19)
134,141.0,9.0,0.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,141,BIHS households,Round 3 (2018-19)
135,142.1,9.0,16.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,19.0,,142.1,BIHS households,Round 3 (2018-19)
136,142.2,9.0,20.0,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,21.0,,142.2,BIHS households,Round 3 (2018-19)
137,143.0,9.0,34.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,34.0,,143,BIHS households,Round 3 (2018-19)
138,144.0,8.0,41.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,42.0,,144,BIHS households,Round 3 (2018-19)
139,145.0,9.0,11.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,11.0,,145,BIHS households,Round 3 (2018-19)
140,146.0,8.0,37.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,38.0,,146,BIHS households,Round 3 (2018-19)
141,147.0,12.0,55.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,55.0,,147,BIHS households,Round 3 (2018-19)
142,148.1,8.0,52.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,53.0,,148.1,BIHS households,Round 3 (2018-19)
143,148.2,13.0,56.0,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,56.0,,148.2,BIHS households,Round 3 (2018-19)
144,148.3,13.0,41.0,6.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,41.0,,148.3,BIHS households,Round 3 (2018-19)
145,149.0,8.0,55.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,55.0,,149,BIHS households,Round 3 (2018-19)
146,150.0,9.0,1.0,3.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,,150,BIHS households,Round 3 (2018-19)
147,151.0,9.0,17.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,,151,BIHS households,Round 3 (2018-19)
148,152.0,9.0,16.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,,152,BIHS households,Round 3 (2018-19)
149,153.0,8.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,45.0,,153,BIHS households,Round 3 (2018-19)
150,154.0,8.0,46.0,2.0,Yes,1,81.0,3.0,25.0,14.0,HSC/Alim,HSC/Alim,MA/MSC and above Kamil,MA/MSC and above Kamil,19.0,Completed class V,Completed class VIII,Yes,Share cropper/tenant,Yes,1.0,0.0,0.0,58000.0,10000.0,Don?t know,0.0,25000.0,10000.0,Not applicable; she was married after turning 18,,,8.0,57.0,,154,BIHS households,Round 3 (2018-19)
151,155.0,8.0,51.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,,155,BIHS households,Round 3 (2018-19)
152,157.0,8.0,32.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,,157,BIHS households,Round 3 (2018-19)
153,160.0,8.0,48.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,48.0,,160,BIHS households,Round 3 (2018-19)
154,161.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,161,BIHS and additional hhs for FTF,Round 3 (2018-19)
155,162.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,162,BIHS and additional hhs for FTF,Round 3 (2018-19)
156,163.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,163,BIHS and additional hhs for FTF,Round 3 (2018-19)
157,164.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,164,BIHS and additional hhs for FTF,Round 3 (2018-19)
158,165.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,165,BIHS and additional hhs for FTF,Round 3 (2018-19)
159,166.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,166,BIHS and additional hhs for FTF,Round 3 (2018-19)
160,167.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,167,BIHS and additional hhs for FTF,Round 3 (2018-19)
161,168.0,9.0,27.0,2.0,Yes,1,81.0,3.0,28.0,14.0,Completed class V,Completed class V,Completed class VI,Completed class VI,18.0,Completed class VIII,Completed class V,Yes,Working own farm (crop),Yes,1.0,3.0,0.0,16000.0,16000.0,80000.0,0.0,40000.0,0.0,Not applicable; she was married after turning 18,,,9.0,38.0,,168,BIHS and additional hhs for FTF,Round 3 (2018-19)
162,169.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,169,BIHS and additional hhs for FTF,Round 3 (2018-19)
163,170.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,170,BIHS and additional hhs for FTF,Round 3 (2018-19)
164,171.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,171,BIHS and additional hhs for FTF,Round 3 (2018-19)
165,172.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,172,BIHS and additional hhs for FTF,Round 3 (2018-19)
166,173.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,173,BIHS and additional hhs for FTF,Round 3 (2018-19)
167,174.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,174,BIHS and additional hhs for FTF,Round 3 (2018-19)
168,175.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,175,BIHS and additional hhs for FTF,Round 3 (2018-19)
169,176.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,176,BIHS and additional hhs for FTF,Round 3 (2018-19)
170,177.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,177,BIHS and additional hhs for FTF,Round 3 (2018-19)
171,178.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,178,BIHS and additional hhs for FTF,Round 3 (2018-19)
172,179.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,179,BIHS and additional hhs for FTF,Round 3 (2018-19)
173,180.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,180,BIHS and additional hhs for FTF,Round 3 (2018-19)
174,182.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,182,BIHS and additional hhs for FTF,Round 3 (2018-19)
175,183.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,183,BIHS and additional hhs for FTF,Round 3 (2018-19)
176,184.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,184,BIHS and additional hhs for FTF,Round 3 (2018-19)
177,185.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,185,BIHS and additional hhs for FTF,Round 3 (2018-19)
178,186.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,186,BIHS and additional hhs for FTF,Round 3 (2018-19)
179,187.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,187,BIHS and additional hhs for FTF,Round 3 (2018-19)
180,188.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,188,BIHS and additional hhs for FTF,Round 3 (2018-19)
181,189.0,9.0,38.0,2.0,Yes,1,81.0,3.0,30.0,14.0,BA/BSC Honours/Fazil,BA/BSC Honours/Fazil,BA/BSC Honours/Fazil,BA/BSC Honours/Fazil,21.0,SSC/ Dakhil,Completed class VIII,Yes,Electrician,Yes,1.0,0.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,52.0,,189,BIHS and additional hhs for FTF,Round 3 (2018-19)
182,190.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,190,BIHS and additional hhs for FTF,Round 3 (2018-19)
183,191.1,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,191.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
184,191.2,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,191.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
185,192.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,192,BIHS and additional hhs for FTF,Round 3 (2018-19)
186,193.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,193,BIHS and additional hhs for FTF,Round 3 (2018-19)
187,194.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,194,BIHS and additional hhs for FTF,Round 3 (2018-19)
188,195.1,8.0,55.0,9.0,Yes,1,81.0,8.0,22.0,13.0,Completed class IV,Completed class IV,SSC/ Dakhil,SSC/ Dakhil,20.0,Completed class VII,Completed class IV,Yes,Service (private sector ),Yes,3.0,2.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,10.0,,195.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
189,195.2,15.0,15.0,9.0,Yes,1,81.0,8.0,22.0,13.0,Completed class IV,Completed class IV,SSC/ Dakhil,SSC/ Dakhil,20.0,Completed class VII,Completed class IV,Yes,Service (private sector ),Yes,3.0,2.0,0.0,0.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,15.0,30.0,,195.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
190,196.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,196,BIHS and additional hhs for FTF,Round 3 (2018-19)
191,197.0,8.0,15.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,18.0,,197,BIHS and additional hhs for FTF,Round 3 (2018-19)
192,198.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,198,BIHS and additional hhs for FTF,Round 3 (2018-19)
193,199.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,199,BIHS and additional hhs for FTF,Round 3 (2018-19)
194,201.0,8.0,40.0,2.0,Yes,1,81.0,4.0,20.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,15.0,Never attended school,Completed class III,Yes,Share cropper/tenant,Yes,1.0,2.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,8.0,51.0,,201,BIHS households,Round 3 (2018-19)
195,201.0,,,2.0,Yes,2,82.0,5.0,22.0,13.0,Completed class V,Completed class V,Completed class III,Completed class III,17.0,Never attended school,Completed class III,Yes,Earth work (other),Yes,1.0,2.0,0.0,10000.0,0.0,200000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,,,,201,BIHS households,Round 3 (2018-19)
196,202.0,8.0,40.0,1.0,Yes,1,81.0,2.0,23.0,12.0,HSC/Alim,Completed class IX,HSC/Alim,HSC/Alim,16.0,Completed class V,Completed class IV,Yes,Factory worker,Yes,3.0,0.0,0.0,50000.0,50000.0,250000.0,0.0,50000.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,8.0,47.0,,202,BIHS households,Round 3 (2018-19)
197,203.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,203,BIHS households,Round 3 (2018-19)
198,204.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,204,BIHS households,Round 3 (2018-19)
199,205.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,205,BIHS households,Round 3 (2018-19)
200,206.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,206,BIHS households,Round 3 (2018-19)
201,207.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,207,BIHS households,Round 3 (2018-19)
202,208.0,8.0,41.0,2.0,Yes,1,81.0,3.0,25.0,13.0,Completed class V,Completed class V,Completed class IV,Completed class IV,17.0,Never attended school,Never attended school,Yes,Rickshaw/van pulling,Yes,1.0,3.0,0.0,0.0,0.0,300000.0,0.0,0.0,3000.0,Marriage proposals were coming for her,,,9.0,2.0,,208,BIHS households,Round 3 (2018-19)
203,208.0,,,2.0,Yes,2,82.0,4.0,21.0,12.0,Completed class V,Completed class V,Completed class VI,Completed class VI,16.0,Never attended school,Never attended school,Yes,Rickshaw/van pulling,Yes,1.0,3.0,0.0,0.0,2000.0,150000.0,0.0,0.0,5000.0,Thought the groom was very good and they might not get such,,,,,,208,BIHS households,Round 3 (2018-19)
204,208.0,,,2.0,Yes,3,83.0,5.0,22.0,13.0,Completed class V,Completed class V,Completed class III,Completed class III,15.0,Never attended school,Never attended school,Yes,Rickshaw/van pulling,Yes,1.0,3.0,0.0,0.0,0.0,15000.0,0.0,500.0,5000.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,,,,208,BIHS households,Round 3 (2018-19)
205,209.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,209.1,BIHS households,Round 3 (2018-19)
206,209.2,7.0,45.0,5.0,Yes,1,81.0,6.0,19.0,15.0,Completed class V,Completed class V,Completed class V,Never attended school,15.0,Completed class I,Completed class I,Yes,Agricultural day labor,Yes,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,7.0,50.0,,209.2,BIHS households,Round 3 (2018-19)
207,210.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,210.1,BIHS households,Round 3 (2018-19)
208,210.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,210.2,BIHS households,Round 3 (2018-19)
209,212.1,13.0,41.0,5.0,Yes,1,81.0,3.0,25.0,13.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,16.0,Never attended school,Never attended school,Yes,Fisherman (using non owned/not leased water body),Yes,4.0,1.0,0.0,0.0,3000.0,100000.0,0.0,0.0,5000.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,13.0,45.0,,212.1,BIHS households,Round 3 (2018-19)
210,212.2,8.0,23.0,5.0,Yes,1,81.0,3.0,25.0,13.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,16.0,Never attended school,Never attended school,Yes,Fisherman (using non owned/not leased water body),Yes,4.0,1.0,0.0,0.0,3000.0,100000.0,0.0,0.0,5000.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,8.0,27.0,,212.2,BIHS households,Round 3 (2018-19)
211,214.0,15.0,28.0,2.0,Yes,1,81.0,4.0,21.0,13.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,18.0,Never attended school,Completed class III,Yes,Medium trader (shop or small store),Yes,1.0,1.0,0.0,10000.0,30000.0,100000.0,0.0,20000.0,5000.0,Not applicable; she was married after turning 18,,,15.0,30.0,,214,BIHS households,Round 3 (2018-19)
212,215.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,215.2,BIHS households,Round 3 (2018-19)
213,216.0,7.0,37.0,1.0,Yes,1,81.0,3.0,25.0,12.0,Completed class VII,Completed class VII,Completed class V,Completed class V,13.0,Completed class V,Completed class V,Yes,Religious leader (Imam/Muazzem/ Khadem/Purohit),Yes,4.0,2.0,0.0,10000.0,0.0,70000.0,0.0,10000.0,0.0,Thought the groom was very good and they might not get such,,,7.0,42.0,,216,BIHS households,Round 3 (2018-19)
214,218.0,8.0,35.0,2.0,Yes,1,81.0,5.0,23.0,12.0,Completed class V,Completed class V,Completed class V,Completed class V,17.0,Never attended school,Never attended school,Yes,Government/ parastatal,Yes,5.0,3.0,0.0,0.0,30000.0,120000.0,0.0,0.0,20000.0,Marriage proposals were coming for her,,,8.0,39.0,,218,BIHS households,Round 3 (2018-19)
215,219.0,8.0,40.0,8.0,Yes,1,81.0,4.0,28.0,14.0,HSC/Alim,HSC/Alim,MA/MSC and above Kamil,MA/MSC and above Kamil,18.0,SSC/ Dakhil,SSC/ Dakhil,Yes,Contractor,Yes,1.0,0.0,0.0,40000.0,90000.0,250000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,46.0,,219,BIHS households,Round 3 (2018-19)
216,220.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,220,BIHS households,Round 3 (2018-19)
217,221.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,221,BIHS and additional hhs for FTF,Round 3 (2018-19)
218,222.1,8.0,55.0,2.0,Yes,1,81.0,6.0,27.0,13.0,Completed class IX,Completed class IX,MA/MSC and above Kamil,MA/MSC and above Kamil,16.0,Never attended school,Completed class III,Yes,Jobless,Yes,3.0,0.0,0.0,50000.0,80000.0,100000.0,0.0,50000.0,0.0,Thought the groom was very good and they might not get such,,,9.0,5.0,,222.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
219,222.2,8.0,5.0,4.0,Yes,1,81.0,6.0,27.0,13.0,Completed class IX,Completed class IX,MA/MSC and above Kamil,MA/MSC and above Kamil,13.0,Never attended school,Completed class III,Yes,Jobless,Yes,3.0,0.0,0.0,50000.0,80000.0,100000.0,0.0,50000.0,0.0,Thought the groom was very good and they might not get such,,,8.0,15.0,,222.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
220,223.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,223,BIHS and additional hhs for FTF,Round 3 (2018-19)
221,224.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,224,BIHS and additional hhs for FTF,Round 3 (2018-19)
222,225.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,225,BIHS and additional hhs for FTF,Round 3 (2018-19)
223,226.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,226,BIHS and additional hhs for FTF,Round 3 (2018-19)
224,227.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,227,BIHS and additional hhs for FTF,Round 3 (2018-19)
225,228.0,8.0,11.0,2.0,Yes,1,81.0,4.0,22.0,13.0,SSC/ Dakhil,SSC/ Dakhil,Completed class III,Completed class III,19.0,Completed class V,Completed class II,Yes,Physically/mentally challenged,Yes,4.0,0.0,0.0,30000.0,15000.0,120000.0,Don?t know,Don?t know,Don?t know,Not applicable; she was married after turning 18,,,8.0,18.0,,228,BIHS and additional hhs for FTF,Round 3 (2018-19)
226,229.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,229,BIHS and additional hhs for FTF,Round 3 (2018-19)
227,230.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,230,BIHS and additional hhs for FTF,Round 3 (2018-19)
228,231.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,231,BIHS and additional hhs for FTF,Round 3 (2018-19)
229,232.0,8.0,32.0,2.0,Yes,3,81.0,3.0,22.0,13.0,BA/BSC Honours/Fazil,BA/BSC Honours/Fazil,HSC/Alim,HSC/Alim,21.0,Completed class V,Completed class V,Yes,Small trader (roadside stand or stall),Yes,1.0,4.0,0.0,0.0,0.0,200000.0,0.0,15000.0,0.0,Not applicable; she was married after turning 18,,,8.0,43.0,,232,BIHS and additional hhs for FTF,Round 3 (2018-19)
230,233.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,233,BIHS and additional hhs for FTF,Round 3 (2018-19)
231,234.0,8.0,17.0,2.0,Yes,1,81.0,3.0,30.0,12.0,Completed class VIII,Completed class VIII,Completed class IX,Completed class IX,20.0,Completed class II,Completed class II,Yes,Raising livestock,Yes,1.0,1.0,0.0,0.0,0.0,150000.0,Don?t know,Don?t know,Don?t know,Not applicable; she was married after turning 18,,,8.0,24.0,,234,BIHS and additional hhs for FTF,Round 3 (2018-19)
232,235.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,235,BIHS and additional hhs for FTF,Round 3 (2018-19)
233,238.0,16.0,10.0,1.0,Yes,1,81.0,2.0,22.0,14.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,18.0,Completed class IX,Completed class V,Yes,Service (private sector ),Yes,1.0,3.0,0.0,30000.0,100000.0,100000.0,0.0,50000.0,0.0,Not applicable; she was married after turning 18,,,16.0,14.0,,238,BIHS and additional hhs for FTF,Round 3 (2018-19)
234,239.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,239,BIHS and additional hhs for FTF,Round 3 (2018-19)
235,240.1,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,240.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
236,240.2,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,240.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
237,241.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,241,BIHS and additional hhs for FTF,Round 3 (2018-19)
238,242.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,242,BIHS and additional hhs for FTF,Round 3 (2018-19)
239,243.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,243,BIHS and additional hhs for FTF,Round 3 (2018-19)
240,244.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,244,BIHS and additional hhs for FTF,Round 3 (2018-19)
241,245.0,8.0,42.0,2.0,Yes,1,81.0,3.0,25.0,12.0,Completed class VII,Completed class VII,Completed class VIII,Completed class VIII,14.0,Completed class VI,Completed class IV,Yes,Medium trader (shop or small store),Yes,2.0,1.0,0.0,0.0,26000.0,180000.0,0.0,20000.0,150000.0,Thought the groom was very good and they might not get such,,,8.0,51.0,,245,BIHS and additional hhs for FTF,Round 3 (2018-19)
242,246.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,246,BIHS and additional hhs for FTF,Round 3 (2018-19)
243,247.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,247,BIHS and additional hhs for FTF,Round 3 (2018-19)
244,248.0,7.0,59.0,2.0,Yes,1,81.0,3.0,27.0,13.0,MA/MSC and above Kamil,MA/MSC and above Kamil,BA/BSC Pass/Fazil,BA/BSC Pass/Fazil,24.0,Never attended school,Completed class VIII,Yes,Working own farm (crop),Yes,1.0,0.0,0.0,1500000.0,100000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,8.0,10.0,,248,BIHS and additional hhs for FTF,Round 3 (2018-19)
245,249.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,249,BIHS and additional hhs for FTF,Round 3 (2018-19)
246,250.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,250,BIHS and additional hhs for FTF,Round 3 (2018-19)
247,251.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,251,BIHS and additional hhs for FTF,Round 3 (2018-19)
248,252.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,252,BIHS and additional hhs for FTF,Round 3 (2018-19)
249,254.0,8.0,15.0,2.0,Yes,1,81.0,4.0,25.0,13.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,21.0,Completed class VII,Completed class I,Yes,Carpenter,Yes,2.0,1.0,50000.0,50000.0,60000.0,Don?t know,0.0,10000.0,12000.0,Not applicable; she was married after turning 18,,,8.0,25.0,,254,BIHS and additional hhs for FTF,Round 3 (2018-19)
250,255.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,255,BIHS and additional hhs for FTF,Round 3 (2018-19)
251,256.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,256,BIHS and additional hhs for FTF,Round 3 (2018-19)
252,257.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,257,BIHS and additional hhs for FTF,Round 3 (2018-19)
253,258.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,258,BIHS and additional hhs for FTF,Round 3 (2018-19)
254,259.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,259,BIHS and additional hhs for FTF,Round 3 (2018-19)
255,260.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,260,BIHS and additional hhs for FTF,Round 3 (2018-19)
256,261.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,261,BIHS and additional hhs for FTF,Round 3 (2018-19)
257,262.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,262,BIHS and additional hhs for FTF,Round 3 (2018-19)
258,263.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,263,BIHS and additional hhs for FTF,Round 3 (2018-19)
259,264.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,264,BIHS and additional hhs for FTF,Round 3 (2018-19)
